"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @iyang_april: IT'S TIME! #PERSIBDAY IS BACK! https://t.co/AdFEII3jd7",FALSE,0,NA,2021-11-20 10:26:23,FALSE,NA,"1462004388155715592",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ucuphary",35,TRUE,FALSE,NA,NA
"Liverpool lawan Arsenal #PERSIBDAY #IDNWorldSBK https://t.co/MqzGqUu1VY",FALSE,1,NA,2021-11-20 10:25:57,FALSE,NA,"1462004280743714826",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Nona_meme_anoN",0,FALSE,FALSE,NA,NA
"IT'S TIME! #PERSIBDAY IS BACK! #DukungPERSIBDariRumah 🔵",FALSE,0,NA,2021-11-20 10:23:57,FALSE,NA,"1462003776403898373",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dindinbrhdn",0,FALSE,FALSE,NA,NA
"IT'S TIME! #PERSIBDAY IS BACK! #DukungPERSIBDariRumah 🔵",FALSE,0,NA,2021-11-20 10:23:36,FALSE,NA,"1462003689321684996",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nopapper",0,FALSE,FALSE,NA,NA
"my heart so blue 
ewako @persib 💙 
#PERSIBDAY https://t.co/ooqm09c2yf",FALSE,3,NA,2021-11-20 10:21:44,FALSE,NA,"1462003218980880386",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","evamoa",0,FALSE,FALSE,NA,NA
"RT @persib: TODAY IS #PERSIBDAY! 🔵

All eyes on us...

LET'S WIN THIS!

#PERSIB https://t.co/jwUKZ0hxLS",FALSE,0,NA,2021-11-20 10:15:52,FALSE,NA,"1462001739393949704",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nessy_judge",389,TRUE,FALSE,NA,NA
"IT'S TIME! #PERSIBDAY IS BACK! #DukungPERSIBDariRumah 🔵",FALSE,0,NA,2021-11-20 10:15:35,FALSE,NA,"1462001669823102981",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","egiiitaopiq",0,FALSE,FALSE,NA,NA
"RT @Lamz48: Today is #PERSIBDay https://t.co/Xwb4FvC7Et",FALSE,0,NA,2021-11-20 10:11:53,FALSE,NA,"1462000737148231682",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","erepology",44,TRUE,FALSE,NA,NA
"RT @denaldyyy: our proud and love we still believed on you! PRAY, FIGHT AND WIN!🥂
#PERSIBDAY https://t.co/SNcy3mi4O5",FALSE,0,NA,2021-11-20 10:11:32,FALSE,NA,"1462000652209442818",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NugrahaRicky_",11,TRUE,FALSE,NA,NA
"RT @persib: TODAY IS #PERSIBDAY! 🔵

All eyes on us...

LET'S WIN THIS!

#PERSIB https://t.co/jwUKZ0hxLS",FALSE,0,NA,2021-11-20 10:11:09,FALSE,NA,"1462000556264673283",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gatau2212",389,TRUE,FALSE,NA,NA
"RT @hanadulshittt: Come On You Boys in Blue!

#PERSIBDAY https://t.co/LDVouMfHOG",FALSE,0,NA,2021-11-20 10:10:36,FALSE,NA,"1462000417684873221",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KumbangLiar_",1,TRUE,FALSE,NA,NA
"IT'S TIME! #PERSIBDAY IS BACK! #DukungPERSIBDariRumah 🔵",FALSE,0,NA,2021-11-20 10:09:21,FALSE,NA,"1462000100822056960",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ekoroes",0,FALSE,FALSE,NA,NA
"Nonton ahh biar dapat give away #PERSIBDAY https://t.co/hJUq5rIPoV",FALSE,0,NA,2021-11-20 10:08:32,FALSE,NA,"1461999894525210627",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sejukhija",0,FALSE,FALSE,NA,NA
"RT @persib: TODAY IS #PERSIBDAY! 🔵

All eyes on us...

LET'S WIN THIS!

#PERSIB https://t.co/jwUKZ0hxLS",FALSE,0,NA,2021-11-20 10:05:04,FALSE,NA,"1461999025406681091",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iqbal_kusaga",389,TRUE,FALSE,NA,NA
"Today is #PERSIBday! 🥳🥳 https://t.co/5Jse8yedfp",FALSE,0,NA,2021-11-20 10:04:43,FALSE,NA,"1461998937506652163",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rifqitaufik23",0,FALSE,FALSE,NA,NA
"IT'S TIME! #PERSIBDAY IS BACK! #DukungPERSIBDariRumah 🔵",FALSE,0,NA,2021-11-20 10:04:24,FALSE,NA,"1461998857470951430",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kata_sams",0,FALSE,FALSE,NA,NA
"WIN is a MUST
Draw is NOT an option
Defeat is UNACCEPTABLE

We expect nothing but a WIN

Persib @persib is our Prid… https://t.co/qsseMYSuLK",FALSE,0,NA,2021-11-20 10:01:46,TRUE,NA,"1461998192216588288",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","suporterhumanis",0,FALSE,FALSE,NA,NA
"oh today is #PERSIBDAY 🤙 let's get 3 points, semangat sayang @persib &lt;3",FALSE,2,NA,2021-11-20 10:01:33,FALSE,NA,"1461998138026184712",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LETSHARIN",0,FALSE,FALSE,NA,NA
"RT @persib: TODAY IS #PERSIBDAY! 🔵

All eyes on us...

LET'S WIN THIS!

#PERSIB https://t.co/jwUKZ0hxLS",FALSE,0,NA,2021-11-20 09:57:06,FALSE,NA,"1461997019464015872",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TEHNAONN",389,TRUE,FALSE,NA,NA
"RT @persib: TODAY IS #PERSIBDAY! 🔵

All eyes on us...

LET'S WIN THIS!

#PERSIB https://t.co/jwUKZ0hxLS",FALSE,0,NA,2021-11-20 09:57:03,FALSE,NA,"1461997004033126406",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","AawWidiaa",389,TRUE,FALSE,NA,NA
"RT @Nrthrnwl20: Whatever you do, whatever you say!
I know it's blue day!!!
#PERSIBDAY #PERSIBDAY #PERSIBDAY #PERSIBDAY #PERSIBDAY #PERSIBDA…",FALSE,0,NA,2021-11-20 09:56:56,FALSE,NA,"1461996977764241411",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Wildan_Random",175,TRUE,FALSE,NA,NA
"@BlueHooligan_33 @persib DONE #PersibDay",FALSE,0,"BlueHooligan_33",2021-11-20 09:54:49,FALSE,"1461971532213731328","1461996444278132739","619643076","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","regarkh",1,FALSE,FALSE,NA,NA
"RT @Lamz48: Today is #PERSIBDay https://t.co/Xwb4FvC7Et",FALSE,0,NA,2021-11-20 09:53:49,FALSE,NA,"1461996193932660739",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ImammmNRL",44,TRUE,FALSE,NA,NA
"IT'S TIME! #PERSIBDAY IS BACK! #DukungPERSIBDariRumah 🔵",FALSE,0,NA,2021-11-20 09:50:46,FALSE,NA,"1461995426605797376",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","wildanwiriana",0,FALSE,FALSE,NA,NA
"IT'S TIME! #PERSIBDAY IS BACK! #DukungPERSIBDariRumah 🔵",FALSE,0,NA,2021-11-20 09:45:57,FALSE,NA,"1461994210773454852",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","awrully",0,FALSE,FALSE,NA,NA
"RT @persib: TODAY IS #PERSIBDAY! 🔵

All eyes on us...

LET'S WIN THIS!

#PERSIB https://t.co/jwUKZ0hxLS",FALSE,0,NA,2021-11-20 09:45:10,FALSE,NA,"1461994014526238727",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","masjul_",389,TRUE,FALSE,NA,NA
"RT @Nrthrnwl20: Whatever you do, whatever you say!
I know it's blue day!!!
#PERSIBDAY #PERSIBDAY #PERSIBDAY #PERSIBDAY #PERSIBDAY #PERSIBDA…",FALSE,0,NA,2021-11-20 09:40:55,FALSE,NA,"1461992945582686214",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ofy_zofy",175,TRUE,FALSE,NA,NA
"RT @Nrthrnwl20: Whatever you do, whatever you say!
I know it's blue day!!!
#PERSIBDAY #PERSIBDAY #PERSIBDAY #PERSIBDAY #PERSIBDAY #PERSIBDA…",FALSE,0,NA,2021-11-20 09:40:46,FALSE,NA,"1461992909348093961",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","disasterphase",175,TRUE,FALSE,NA,NA
"RT @persib: TODAY IS #PERSIBDAY! 🔵

All eyes on us...

LET'S WIN THIS!

#PERSIB https://t.co/jwUKZ0hxLS",FALSE,0,NA,2021-11-20 09:39:05,FALSE,NA,"1461992486625165313",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kodde33",389,TRUE,FALSE,NA,NA
"IT'S TIME! #PERSIBDAY IS BACK! #DukungPERSIBDariRumah 🔵",FALSE,0,NA,2021-11-20 09:37:23,FALSE,NA,"1461992055257722885",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shycmelinia",0,FALSE,FALSE,NA,NA
"IT'S TIME! #PERSIBDAY IS BACK! #DukungPERSIBDariRumah 🔵",FALSE,0,NA,2021-11-20 09:30:43,FALSE,NA,"1461990378945462272",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CecepMu03160937",0,FALSE,FALSE,NA,NA
"RT @persib: TODAY IS #PERSIBDAY! 🔵

All eyes on us...

LET'S WIN THIS!

#PERSIB https://t.co/jwUKZ0hxLS",FALSE,0,NA,2021-11-20 09:29:49,FALSE,NA,"1461990150813089793",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Alqis93",389,TRUE,FALSE,NA,NA
"IT'S TIME! #PERSIBDAY IS BACK! #DukungPERSIBDariRumah 🔵",FALSE,0,NA,2021-11-20 09:27:22,FALSE,NA,"1461989537555484673",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Ydeamu_Normi",0,FALSE,FALSE,NA,NA
"IT'S TIME! #PERSIBDAY IS BACK! #DukungPERSIBDariRumah 🔵",FALSE,0,NA,2021-11-20 09:26:32,FALSE,NA,"1461989327295025152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Rizkiahmad97",0,FALSE,FALSE,NA,NA
"RT @xyzRdan_: Because football is not just a sport or game, but a place to vent fellings, even a way of life. #PERSIBDAY https://t.co/MQbii…",FALSE,0,NA,2021-11-20 09:25:41,FALSE,NA,"1461989111204495364",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Aliefbomberr",1,TRUE,FALSE,NA,NA
"IT'S TIME! #PERSIBDAY IS BACK! #DukungPERSIBDariRumah 🔵",FALSE,0,NA,2021-11-20 09:19:23,FALSE,NA,"1461987526726488077",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","stafsus_dagelan",0,FALSE,FALSE,NA,NA
"RT @Nrthrnwl20: Whatever you do, whatever you say!
I know it's blue day!!!
#PERSIBDAY #PERSIBDAY #PERSIBDAY #PERSIBDAY #PERSIBDAY #PERSIBDA…",FALSE,0,NA,2021-11-20 09:17:12,FALSE,NA,"1461986978858029065",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","im_bods",175,TRUE,FALSE,NA,NA
"RT @persib: TODAY IS #PERSIBDAY! 🔵

All eyes on us...

LET'S WIN THIS!

#PERSIB https://t.co/jwUKZ0hxLS",FALSE,0,NA,2021-11-20 09:16:31,FALSE,NA,"1461986805411041280",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NovianaYna1",389,TRUE,FALSE,NA,NA
"RT @persib: TODAY IS #PERSIBDAY! 🔵

All eyes on us...

LET'S WIN THIS!

#PERSIB https://t.co/jwUKZ0hxLS",FALSE,0,NA,2021-11-20 09:15:29,FALSE,NA,"1461986544894439425",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","allenatore33",389,TRUE,FALSE,NA,NA
"RT @persib: TODAY IS #PERSIBDAY! 🔵

All eyes on us...

LET'S WIN THIS!

#PERSIB https://t.co/jwUKZ0hxLS",FALSE,0,NA,2021-11-20 09:10:45,FALSE,NA,"1461985353531727874",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","randidrmwn",389,TRUE,FALSE,NA,NA
"RT @persib: TODAY IS #PERSIBDAY! 🔵

All eyes on us...

LET'S WIN THIS!

#PERSIB https://t.co/jwUKZ0hxLS",FALSE,0,NA,2021-11-20 09:09:38,FALSE,NA,"1461985073700376576",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TrafalgarDacil",389,TRUE,FALSE,NA,NA
"RT @Nrthrnwl20: Whatever you do, whatever you say!
I know it's blue day!!!
#PERSIBDAY #PERSIBDAY #PERSIBDAY #PERSIBDAY #PERSIBDAY #PERSIBDA…",FALSE,0,NA,2021-11-20 09:08:56,FALSE,NA,"1461984897799651336",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","afcpal",175,TRUE,FALSE,NA,NA
"RT @persib: TODAY IS #PERSIBDAY! 🔵

All eyes on us...

LET'S WIN THIS!

#PERSIB https://t.co/jwUKZ0hxLS",FALSE,0,NA,2021-11-20 09:08:22,FALSE,NA,"1461984752655745030",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ucuphary",389,TRUE,FALSE,NA,NA
"RT @persib: TODAY IS #PERSIBDAY! 🔵

All eyes on us...

LET'S WIN THIS!

#PERSIB https://t.co/jwUKZ0hxLS",FALSE,0,NA,2021-11-20 09:08:02,FALSE,NA,"1461984670774554633",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bogelbadboys_",389,TRUE,FALSE,NA,NA
"Come On You Boys in Blue!

#PERSIBDAY https://t.co/LDVouMfHOG",FALSE,4,NA,2021-11-20 09:07:58,FALSE,NA,"1461984655771533316",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hanadulshittt",1,FALSE,FALSE,NA,NA
"Because football is not just a sport or game, but a place to vent fellings, even a way of life. #PERSIBDAY https://t.co/MQbii5sG12",FALSE,1,NA,2021-11-20 09:06:16,FALSE,NA,"1461984224899059716",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","xyzRdan_",1,FALSE,FALSE,NA,NA
"RT @Nrthrnwl20: Whatever you do, whatever you say!
I know it's blue day!!!
#PERSIBDAY #PERSIBDAY #PERSIBDAY #PERSIBDAY #PERSIBDAY #PERSIBDA…",FALSE,0,NA,2021-11-20 09:05:31,FALSE,NA,"1461984037568872450",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chhaannddrraa",175,TRUE,FALSE,NA,NA
"RT @Riski_nurAzis: @persib Today is #Persibday https://t.co/4sT7yRis1m",FALSE,0,NA,2021-11-20 09:04:43,FALSE,NA,"1461983835390840833",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","garfxxck",3,TRUE,FALSE,NA,NA
"RT @persib: TODAY IS #PERSIBDAY! 🔵

All eyes on us...

LET'S WIN THIS!

#PERSIB https://t.co/jwUKZ0hxLS",FALSE,0,NA,2021-11-20 09:04:16,FALSE,NA,"1461983721720975360",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","siapayaaaaa1723",389,TRUE,FALSE,NA,NA
"RT @persib: TODAY IS #PERSIBDAY! 🔵

All eyes on us...

LET'S WIN THIS!

#PERSIB https://t.co/jwUKZ0hxLS",FALSE,0,NA,2021-11-20 09:03:35,FALSE,NA,"1461983551327334413",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","dhika_akhid",389,TRUE,FALSE,NA,NA
"IT'S TIME! #PERSIBDAY IS BACK! #DukungPERSIBDariRumah 🔵",FALSE,0,NA,2021-11-20 09:03:16,FALSE,NA,"1461983472445112325",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","dhika_akhid",0,FALSE,FALSE,NA,NA
"RT @persib: TODAY IS #PERSIBDAY! 🔵

All eyes on us...

LET'S WIN THIS!

#PERSIB https://t.co/jwUKZ0hxLS",FALSE,0,NA,2021-11-20 09:01:44,FALSE,NA,"1461983085038161921",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Zelnite18",389,TRUE,FALSE,NA,NA
"IT'S TIME! #PERSIBDAY IS BACK! #DukungPERSIBDariRumah 🔵",FALSE,0,NA,2021-11-20 09:00:26,FALSE,NA,"1461982757647650817",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","medianshow",0,FALSE,FALSE,NA,NA
"RT @persib: TODAY IS #PERSIBDAY! 🔵

All eyes on us...

LET'S WIN THIS!

#PERSIB https://t.co/jwUKZ0hxLS",FALSE,0,NA,2021-11-20 08:59:12,FALSE,NA,"1461982449521422347",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rochmatsubagja",389,TRUE,FALSE,NA,NA
"RT @persib: TODAY IS #PERSIBDAY! 🔵

All eyes on us...

LET'S WIN THIS!

#PERSIB https://t.co/jwUKZ0hxLS",FALSE,0,NA,2021-11-20 08:56:58,FALSE,NA,"1461981885962199049",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","irvwxyzzz",389,TRUE,FALSE,NA,NA
"RT @persib: TODAY IS #PERSIBDAY! 🔵

All eyes on us...

LET'S WIN THIS!

#PERSIB https://t.co/jwUKZ0hxLS",FALSE,0,NA,2021-11-20 08:56:06,FALSE,NA,"1461981667145355269",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rulecobain_",389,TRUE,FALSE,NA,NA
"VVIP TVRI
Halooo indonesia fans 🇲🇨 , 
its very nice track ❤️❤️

#IDNWorldSBK 
#TokopediaxBTS
#PERSIBDAY https://t.co/ygUbb4XzVM",FALSE,5,NA,2021-11-20 08:47:35,FALSE,NA,"1461979522949992460",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ernikusofficial",0,FALSE,FALSE,NA,NA
"VVIP TVRI
Halooo indonesia fans 🇲🇨 , 
its very nice track ❤️❤️

#IDNWorldSBK #TokopediaxBTS
#PERSIBDAY #HappinessEp5 https://t.co/iBmoeIQWen",FALSE,4,NA,2021-11-20 08:47:04,FALSE,NA,"1461979393077616642",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","B4ngk1tBe2ge2ak",0,FALSE,FALSE,NA,NA
"RT @persib: TODAY IS #PERSIBDAY! 🔵

All eyes on us...

LET'S WIN THIS!

#PERSIB https://t.co/jwUKZ0hxLS",FALSE,0,NA,2021-11-20 08:46:50,FALSE,NA,"1461979335368138759",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ReyhanAli27",389,TRUE,FALSE,NA,NA
"VVIP TVRI
Halooo indonesia fans 🇲🇨 , 
its very nice track ❤️❤️

#IDNWorldSBK #TokopediaxBTS
#PERSIBDAY… https://t.co/jFtx9SgBMi",FALSE,7,NA,2021-11-20 08:45:27,TRUE,NA,"1461978986808950786",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PDIP_KRW",0,FALSE,FALSE,NA,NA
"HAPPY MATCHDAY!
#PERSIBDAY",FALSE,0,NA,2021-11-20 08:39:07,FALSE,NA,"1461977392813985797",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","agngsputra_",0,FALSE,FALSE,NA,NA
"RT @persib: TODAY IS #PERSIBDAY! 🔵

All eyes on us...

LET'S WIN THIS!

#PERSIB https://t.co/jwUKZ0hxLS",FALSE,0,NA,2021-11-20 08:39:01,FALSE,NA,"1461977367065231361",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hanifabdulrauf",389,TRUE,FALSE,NA,NA
"RT @javalodra: you know what we want? just three points, as simple as that. 
make it a beautiful weekdays, please @persib 
#PERSIBDAY #PERS…",FALSE,0,NA,2021-11-20 08:36:48,FALSE,NA,"1461976809768058884",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dartapratama19",22,TRUE,FALSE,NA,NA
"RT @persib: TODAY IS #PERSIBDAY! 🔵

All eyes on us...

LET'S WIN THIS!

#PERSIB https://t.co/jwUKZ0hxLS",FALSE,0,NA,2021-11-20 08:35:14,FALSE,NA,"1461976415562129416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","khilmibageur",389,TRUE,FALSE,NA,NA
"Keep calm because today is #PERSIBDAY 💙",FALSE,0,NA,2021-11-20 08:34:51,FALSE,NA,"1461976320452153345",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fafandry",0,FALSE,FALSE,NA,NA
"RT @persib: TODAY IS #PERSIBDAY! 🔵

All eyes on us...

LET'S WIN THIS!

#PERSIB https://t.co/jwUKZ0hxLS",FALSE,0,NA,2021-11-20 08:33:16,FALSE,NA,"1461975922664296456",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yogaferri",389,TRUE,FALSE,NA,NA
"RT @Nrthrnwl20: Whatever you do, whatever you say!
I know it's blue day!!!
#PERSIBDAY #PERSIBDAY #PERSIBDAY #PERSIBDAY #PERSIBDAY #PERSIBDA…",FALSE,0,NA,2021-11-20 08:30:03,FALSE,NA,"1461975113524342785",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RizkyMa18727332",175,TRUE,FALSE,NA,NA
"RT @KadungoraSC: COME ON YOU BOYS IN BLUE #PERSIBDAY https://t.co/pm4GzbWUvu",FALSE,0,NA,2021-11-20 08:26:29,FALSE,NA,"1461974212650803200",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","VespaBiru_",3,TRUE,FALSE,NA,NA
"PERSIB is WONDERFULL !!!
#PERSIBDAY https://t.co/DSxhZWAIrx",FALSE,0,NA,2021-11-20 08:24:44,FALSE,NA,"1461973773423308804",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yudhadhuyz69",0,FALSE,FALSE,NA,NA
"RT @iyang_april: IT'S TIME! #PERSIBDAY IS BACK! https://t.co/AdFEII3jd7",FALSE,0,NA,2021-11-20 08:24:27,FALSE,NA,"1461973702795354120",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Nuginugraha1933",35,TRUE,FALSE,NA,NA
"we will stay behind you 💙
#PERSIBDAY #PERSIBDAY #PERSIBDAY #PERSIBDAY #PERSIBDAY #PERSIBDAY #PERSIBDAY #PERSIBDAY… https://t.co/vJXCYG5gTW",FALSE,0,NA,2021-11-20 08:23:03,TRUE,NA,"1461973352281620480",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ozaaan09",0,FALSE,FALSE,NA,NA
"RT @CimekarCrew670: Come on you boys in blue🔥 #Persibday https://t.co/WQKXzSZQlO",FALSE,0,NA,2021-11-20 08:21:02,FALSE,NA,"1461972840643641347",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Randygoblog",8,TRUE,FALSE,NA,NA
"IT'S TIME! #PERSIBDAY IS BACK! #DukungPERSIBDariRumah 🔵",FALSE,0,NA,2021-11-20 08:20:35,FALSE,NA,"1461972729825878024",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_Agis1508",0,FALSE,FALSE,NA,NA
"RT @persib: TODAY IS #PERSIBDAY! 🔵

All eyes on us...

LET'S WIN THIS!

#PERSIB https://t.co/jwUKZ0hxLS",FALSE,0,NA,2021-11-20 08:19:05,FALSE,NA,"1461972352133070860",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","paridpurnama_",389,TRUE,FALSE,NA,NA
"RT @Nrthrnwl20: Whatever you do, whatever you say!
I know it's blue day!!!
#PERSIBDAY #PERSIBDAY #PERSIBDAY #PERSIBDAY #PERSIBDAY #PERSIBDA…",FALSE,0,NA,2021-11-20 08:15:50,FALSE,NA,"1461971532121460737",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aaaaarrdhika",175,TRUE,FALSE,NA,NA
"RT @Woizal17_: For tonight
#PERSIBDAY 🔵
#MUFC 🔴",FALSE,0,NA,2021-11-20 08:15:40,FALSE,NA,"1461971490950238212",NA,"<a href=""https://bees.com"" rel=""nofollow"">YorkshireF1</a>","mufcfanbabe",1,TRUE,FALSE,NA,NA
"RT @javalodra: you know what we want? just three points, as simple as that. 
make it a beautiful weekdays, please @persib 
#PERSIBDAY #PERS…",FALSE,0,NA,2021-11-20 08:15:29,FALSE,NA,"1461971445014167557",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sanes_ariel",22,TRUE,FALSE,NA,NA
"For tonight
#PERSIBDAY 🔵
#MUFC 🔴",FALSE,0,NA,2021-11-20 08:14:28,FALSE,NA,"1461971192189898757",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Woizal17_",1,FALSE,FALSE,NA,NA
"RT @persib: TODAY IS #PERSIBDAY! 🔵

All eyes on us...

LET'S WIN THIS!

#PERSIB https://t.co/jwUKZ0hxLS",FALSE,0,NA,2021-11-20 08:11:12,FALSE,NA,"1461970367799390213",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RifvalR",389,TRUE,FALSE,NA,NA
"IT'S TIME! #PERSIBDAY IS BACK! #DukungPERSIBDariRumah 🔵",FALSE,0,NA,2021-11-20 08:07:43,FALSE,NA,"1461969489696727046",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rrrngrha_",0,FALSE,FALSE,NA,NA
"@mayang_1933 2-0 
- Beckham 
- Wander 
#PERSIBDAY",FALSE,0,"mayang_1933",2021-11-20 08:06:36,FALSE,"1461856836353548292","1461969211761172481","263108365","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Republiktongo",0,FALSE,FALSE,NA,NA
